Fitness;Average Fitness
55.251168300264965;135.56063302935203
76.12611956145167;144.85456994771513
68.1392406524485;137.20571696118716
61.09887188279686;136.65849195749018
56.04857739646036;133.62926898220434
66.28174742021525;138.26943284260074
62.60432281263792;133.06571343026374
64.8637759475493;135.57024007181334
62.34657756638575;138.23398331309645
68.65304063891153;139.68464309486765
61.3364173295476;135.10468289494136
64.89305731979238;132.25574127001786
66.92690841267284;140.8027672415123
71.97364111752086;145.13395793431107
69.03531271393541;140.8678175077341
76.74368562020476;152.18181920003482
77.59112701141203;144.40674373941255
63.805260498880386;132.94273952454762
67.18648383630136;135.41551600900385
70.10321566518127;140.55138378371907
66.27752629331906;130.8749849909501
58.93788258793478;134.10085791159247
59.94312550558419;140.11579639503077
62.427422587903436;129.8855476078086
64.84151778084941;133.50784276718042
71.28380227806588;143.05534090036852
62.96936889441554;138.07141331283609
59.2641320514914;131.53187113922087
68.5876722253604;136.9720147053657
66.42739946823349;137.6119323396762
